SupplierName,OrderNumber,OrderDate,RequiredDeliveryDate,RequestNumber,RequestDate,CostCenter,MedCode,MedDescription,InvoiceNumber,ReceivedDate,AmountRequested,AmountPurchased,AmountReceived,OrderPercentageFulfillment
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",263619.0,2018-03-20,2018-03-21,54090.0,2018-03-20,MEDICAMENTOS,3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,,,2.0,2.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",263816.0,2018-03-22,2018-03-23,54161.0,2018-03-22,MEDICAMENTOS,3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),,,2.0,2.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",264016.0,2018-03-26,2018-03-27,54213.0,2018-03-26,MEDICAMENTOS,3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,FFA-120797,2018-03-26,4.0,3.0,2,66.67
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",264016.0,2018-03-26,2018-03-27,54213.0,2018-03-26,MEDICAMENTOS,3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,FFA-120811,2018-03-27,4.0,3.0,1,33.33
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",264984.0,2018-04-05,2018-01-13,0.0,,MEDICAMENTOS,3301199,SUFREXAL GEL 2% CREMA 78GKETANSERIN,,,0.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629.0,2018-04-16,2018-04-17,54593.0,2018-04-16,MEDICAMENTOS,3500765,APROVASC (IRBESARTAN/AMLODIPINO) 300 MG/10 MG TAB C/14,,,2.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629.0,2018-04-16,2018-04-17,54593.0,2018-04-16,MEDICAMENTOS,3304242,CARDINIT (TRINITRATO DE GLICEROL) 10 MG PARCHES C/7,,,2.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629.0,2018-04-16,2018-04-17,54593.0,2018-04-16,MEDICAMENTOS,3302146,CREON 150MG C/20 CAPS-(PANCREATINA),,,2.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629.0,2018-04-16,2018-04-17,54593.0,2018-04-16,MEDICAMENTOS,3300289,HISTIACIL NF ADULTO JARABE 150MLDEXTROMETORFANO/AMBROXOL),,,3.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629.0,2018-04-16,2018-04-17,54593.0,2018-04-16,MEDICAMENTOS,3301709,IMURAN 50MG C/25 TAB (AZATIOPRINA),,,2.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265867.0,2018-04-18,2018-02-03,0.0,,MEDICAMENTOS,3300733,NEURONTIN 300MG C/15 CAPS(GABAPENTINA),,,0.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",266004.0,2018-04-19,2018-04-02,0.0,,MEDICAMENTOS,3304946,TIVICAY 50MG TABS. C/30 DOLUTEGRAVIR,,,0.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",266150.0,2018-04-23,2018-04-24,54735.0,2018-04-23,MEDICAMENTOS,3300574,PLENDIL 5MG C/10 TAB(FELODIPINO),,,2.0,2.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267374.0,2018-05-09,2018-05-10,55049.0,2018-05-09,MEDICAMENTOS,3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),FFA-122264,2018-05-10,15.0,15.0,5,33.33
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267614.0,2018-05-11,2018-05-12,55087.0,2018-05-11,MEDICAMENTOS,3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),,,20.0,5.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267671.0,2018-05-14,2018-05-15,55129.0,2018-05-14,MEDICAMENTOS,3300972,AGRASTAT (TIROFIBAN) 12.5MG/50ML FAM,,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268032.0,2018-05-17,2018-05-18,55226.0,2018-05-17,MEDICAMENTOS,3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268037.0,2018-05-17,2018-05-18,55217.0,2018-05-17,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),FFA-122535,2018-05-18,10.0,9.0,1,11.11
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268037.0,2018-05-17,2018-05-18,55217.0,2018-05-17,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),FFA-122536,2018-05-18,10.0,9.0,8,88.89
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268085.0,2018-05-18,2018-05-21,55235.0,2018-05-18,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),FFA-122643,2018-05-21,10.0,10.0,5,50.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",271855.0,2018-07-04,2018-07-05,56143.0,2018-07-04,MEDICAMENTOS,3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),FFA-124075,2018-07-05,2.0,2.0,1,50.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273371.0,2018-07-20,2018-07-23,56446.0,2018-07-20,MEDICAMENTOS,3301205,BUSCAPINA (HIOSCINA) 20 MG/ML AMP,,,6.0,6.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273490.0,2018-07-23,2018-07-24,56477.0,2018-07-23,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,3.0,3.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273966.0,2018-07-27,2018-07-30,56599.0,2018-07-27,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274623.0,2018-08-06,2018-08-07,56758.0,2018-08-06,MEDICAMENTOS,3301237,MACRODANTINA 100MG C/40 CAPS(NITROFURANTOINA),,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274755.0,2018-08-07,2018-08-08,56790.0,2018-08-07,MEDICAMENTOS,3301205,BUSCAPINA (HIOSCINA) 20 MG/ML AMP,,,12.0,12.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274755.0,2018-08-07,2018-08-08,56790.0,2018-08-07,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",276721.0,2018-08-31,2018-09-03,57259.0,2018-08-31,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,2.0,2.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277236.0,2018-09-07,2018-09-10,57403.0,2018-09-07,MEDICAMENTOS,3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277659.0,2018-09-12,2018-09-13,57516.0,2018-09-12,MEDICAMENTOS,3301752,DORIXINA 100MG AMP 2ML CLONIXINATO DE LISINA,,,5.0,5.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277728.0,2018-09-13,2018-09-14,0.0,,MEDICAMENTOS,3300663,VANCOCIN CP 1G AMP (VANCOMICINA),,,0.0,15.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277790.0,2018-09-14,2018-09-15,57531.0,2018-09-13,MEDICAMENTOS,3300562,ADALAT OROS (NIFEDIPINO) 30MG COMP C/10,,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277790.0,2018-09-14,2018-09-15,57531.0,2018-09-13,MEDICAMENTOS,3301526,CLARITYNE 10MG C/10 TAB LORATADINA,,,2.0,2.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",278262.0,2018-09-20,2018-09-21,57637.0,2018-09-20,MEDICAMENTOS,3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,,,1.0,1.0,0,0.0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",278551.0,2018-09-24,2018-09-25,57676.0,2018-09-24,MEDICAMENTOS,3300972,AGRASTAT (TIROFIBAN) 12.5MG/50ML FAM,,,1.0,1.0,0,0.0
