RequestNumber,RequestDate,PurchaseNumber,OrderDate,RequiredDeliveryDate,SupplierName,MedCode,MedDescription,Outflow,AmountRequested,AmountPurchased
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3301464,ITALDERMOL 4G C/10 GASAS(TRITICUM VULGARE),400.0,8.0,8
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302501,KEPPRA 1G C/30 TAB(LEVETIRACETAM),199.0,1.0,1
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3301759,LOMOTIL 2MG C/8 TAB (LOPERAMIDA ),199.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3300695,METICEL OFT 10ML 5MG/ML 0.5%(HIPROMELOSA),200.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302580,METICORTEN 20MG C/30 TAB(PREDNISONA),198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302662,NASALUB ADU SOL HUMEC 30ML NASAL(CLORURO DE SODIO),196.0,1.0,1
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302184,NORVAS 5MG C/10 TAB (AMLODIPINO),198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3500292,NOVOTIRAL 20/100MCG C/50 TAB (LEVOTIROXINA/LIOTIRONINA),199.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3500480,PEMIX GRANULADO 1MG C/30 SOB CINITAPRIDA,198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302782,PROFENID (KETOPROFENO) 100MG CAP C/20,198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302806,RECOVERON 5G UNGUENTO 40G,198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302936,RIOPAN 8G GEL 250ML(DIMETICONA/MAGALDRATO),200.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3300592,ROGASTRIL 1MG COMP C/25(CINITAPRIDA),444.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3302864,SERMION 10MG C/20 GRAGEAS NICERGOLINA,199.0,1.0,1
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3301967,"SUFREXAL P GEL 78G TUBO (KETANSERINA, BENZOCAINA)",198.0,4.0,4
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3301425,TEOLONG 200MG C/20 CAPS(TEOFILINA/THEOPHYLLINE),199.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3300994,TRAMACET 37.5/325MG C/20 TAB(PARACETAMOL /TRAMADOL),198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3304824,TURAZIVE (FEBUXOSTAT) 80MG C/15 TAB,199.0,1.0,1
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3300672,TYLEX FLU 500MG C/20 TAB(PARACETAMOL/FENILEFRINA/CLOFENAMINA,198.0,2.0,2
52689,2018-01-02,257792.0,2018-01-02,2018-01-03,"NADRO, S.A.P.I. DE C.V.",3300601,ZYLOPRIM 100MG C/60 TAB(ALOPURINOL),199.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300066,A.S. COR (NORFENEFRINA) 1 G/100 ML GOTAS 24 ML,200.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301740,ACTRON (IBUPROFENO) 400MG CAP C/10,596.0,10.0,10
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,721.0,10.0,10
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300379,ACTRON PLUS (IBUPROFENO/CAFEINA) 400MG/100MG CAP C/10,196.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304782,AGRIFEN (CAFEINA/CLORFENAMINA/FENILEFRINA/PARACETAMOL) TAB C,193.0,8.0,8
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300820,AMOBAY (AMOXICILINA) 500MG CAP C/15,198.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302391,ANTIFLUDES 50 MG/3 MG/300 MG CAP C/24,196.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,414.0,10.0,10
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302000,CELEBREX (CELECOXIB) 200 MG CAP C/10,199.0,5.0,5
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301412,CELESTONE HYPAK (BETAMETASONA) 8 MG/ 2 ML JER PRELL,414.0,4.0,4
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301409,CELESTONE SOLUSPAN (BETAMETASONA) 6MG/ ML JER PRELL,205.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301207,COMBESTERAL AMP I.M. C/3(COMPLEJO B/DEXAMETASONA/LIDOCAINA),197.0,5.0,5
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300153,COMBIGAN-D SOL. 0.2%/0.5% 5ML(BRIMONIDINA/TIMOLOL),200.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300705,DIPROSPAN HYPACK AMP 1ML JGADESCH(BETAMETASONA) SCHERIN P.,195.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300824,DURATER 40MG C/10 CPR (FAMOTIDINA),200.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301941,"ESPAVEN ENZIMATICO C/50 GRAG((DIMETICONA,PANCREATINA)",198.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300115,INDAFLEX 2.5% CREMA 40G TUBO(INDOMETACINA),1183.0,10.0,10
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304370,IPRIKENE 3G 10 SOBRES (DIOSMECTITA),198.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),199.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,1381.0,10.0,10
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),759.0,20.0,20
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302719,PASTA DE LASSAR TUBO 60GR,199.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301381,PEPTOBISMOL SUSP 118ML CEREZA (SUBSALICILATO DE BISMUTO),198.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,198.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),197.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300645,SOYALOID POLVO 90G SOBREHARINA DE SOYA,200.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302073,SUPRADOL SUBLINGUAL 30MG C/4 TAB(KETOROLACO),248.0,6.0,6
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304529,ULTIBRO BREEZHALER 110/50MCG 30CAPS INDACATEROL/GLICOPIRRONI,203.0,1.0,1
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302821,VALDECASAS 5MG C/20 TAB (ACIDO FOLICO),192.0,5.0,5
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301259,VANTAL BUCOFARINGEO 40ML(BENCIDAMINA),197.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300568,VENTOLIN INHAL 5MG 10ML SOL.(SALBUTAMOL),197.0,3.0,3
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3500412,VERMOX PLUS 300/150MG C/2 TAB MEBENDAZOL/QUINFAMIDA,200.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301642,X-PREP 75ML JBE(SENOSIDOS A-B),196.0,2.0,2
52689,2018-01-02,257797.0,2018-01-02,2018-01-03,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300602,ZYPLO 60MG/100ML JBE 120ML(LEVODROPROPIZINA),199.0,1.0,1
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,721.0,10.0,10
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3301625,ALDACTONE A (ESPIRONOLACTONA) 25MG TAB C/30,228.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302385,ALLEGRA (FEXOFENADINA) 120MG COMP C/10,198.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302489,EXFORGE 5/160MG C/14 TAB.(AMLODIPINO/VALSARTAN),199.0,1.0,1
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302265,IMODIUM 2MG C/12 GRAGEAS (LOPERAMIDA ),199.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),199.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302537,LEXAPRO 10MG C/14 TAB(ESCITALOPRAM),199.0,1.0,1
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3300870,MICOSTATIN SUSP 30 DOSIS(NISTATINA),197.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3301924,PLAVIX 75MG C/14 TAB (CLOPIDOGREL),195.0,2.0,2
52714,2018-01-03,257915.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,198.0,2.0,2
52714,2018-01-03,257916.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3304965,TUMS 750MG MASTICABLES SABORES 3 ROLLOS DE 8,200.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3500341,ADVIL MAX (IBUPROFENO) 400MG CAP C/10,199.0,1.0,1
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301339,ARGENTAFIL 1% (SULFADIAZINA DE PLATA) 1 G/100 G CREMA 160 G,199.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300871,BIOMICS (CEFIXIMA) 400 MG CAP C/6,197.0,5.0,5
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300348,BREDELIN (LEVOFLOXACINO) 500 MG TAB C/7,197.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301412,CELESTONE HYPAK (BETAMETASONA) 8 MG/ 2 ML JER PRELL,411.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,196.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300712,COZAAR 50MG C/30 TAB(LOSARTAN),199.0,1.0,1
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301003,HIDRASEC 30MG C/18 SOBRES(RACECADOTRILO),200.0,3.0,3
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3500435,NEOMIXEN 250MG C/10 TAB(NEOMICINA),200.0,2.0,2
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302741,SPIRIVA RESPIMAT 0.226MG 4ML(BROMURO DE TIOTROPIO),196.0,1.0,1
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302923,TESALON 100MG PERLAS C/20 BENZONATATO,200.0,1.0,1
52714,2018-01-03,257920.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304352,TRAYENTA DUO 2.5MG/1000MG C/30TAB. LINAGLIPTINA/METFORMINA,200.0,2.0,2
52714,2018-01-03,257962.0,2018-01-03,2018-01-04,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3302809,REDOXON 1GR C/10 TAB EFERVESCENTE (ACIDO ASCORBICO),199.0,1.0,1
52716,2018-01-03,257912.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),15.0,5.0,5
52716,2018-01-03,257912.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3300298,VIAGRA 50MG C/1 TAB( SILDENAFIL),17.0,1.0,1
52716,2018-01-03,257912.0,2018-01-03,2018-01-04,"NADRO, S.A.P.I. DE C.V.",3304206,VIMPAT 200MG AMP 20ML (LACOSAMIDA),51.0,5.0,5
52716,2018-01-03,257913.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301119,BIOYETIN (ERITROPOYETINA) 4000 UI FCO AMP (PIEZA),26.0,6.0,6
52716,2018-01-03,257913.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301096,ENTEROGERMINA (ORAL)AMP 5ML (ESPORAS DE BACILLUS CLAUSII ),42.0,20.0,20
52716,2018-01-03,257913.0,2018-01-03,2018-01-04,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301364,EPAMIN SP 250MG AMP 5ML (FENITOINA),33.0,10.0,10
52716,2018-01-03,257914.0,2018-01-03,2018-01-04,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3300662,VANCOCIN CP 500MG AMP (VANCOMICINA),48.0,10.0,10
52716,2018-01-03,257929.0,2018-01-03,2018-01-05,MARIA ROXANA IVETTE DE LA CRUZ GOMEZ SANTIAGO,3300072,HEPA MERZ 5G AMP 10ML (L-ORNITINA/L-ASPARTATO),30.0,10.0,10
52716,2018-01-03,257929.0,2018-01-03,2018-01-05,MARIA ROXANA IVETTE DE LA CRUZ GOMEZ SANTIAGO,3301311,"RECORMON 5,000UI AMP C/1 (ERITROPOYETINA HUMANA)",13.0,10.0,10
52724,2018-01-04,258074.0,2018-01-04,2018-01-05,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3302651,MUCOSOLVAN 30MG C/20 TAB(AMBROXOL),10.0,1.0,1
52724,2018-01-04,258074.0,2018-01-04,2018-01-05,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3302809,REDOXON 1GR C/10 TAB EFERVESCENTE (ACIDO ASCORBICO),10.0,1.0,1
52724,2018-01-04,258075.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3301046,AMARYL M (GLIMEPIRIDA/METFORMINA) 4MG/1000MG TAB C/16,10.0,1.0,1
52724,2018-01-04,258075.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3302076,EXFORGE HCT 10/320/25MG C/28 CPR(AMLODIPINO/VALSARTAN/HIDROC,10.0,1.0,1
52724,2018-01-04,258075.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3302110,ZALDIAR EFERVECENTES C/10 TAB(PARACETAMOL/TRAMADOL),10.0,1.0,1
52724,2018-01-04,258076.0,2018-01-04,2018-01-05,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300562,ADALAT OROS (NIFEDIPINO) 30MG COMP C/10,10.0,1.0,1
52725,2018-01-04,,,,,3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,0.0,20.0,0
52725,2018-01-04,,,,,3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),0.0,20.0,0
52734,2018-01-04,,,,,3300061,FLEET PS PHOSPHO SODA LAXANTE ORAL 45ML FOSFATO DE SODIO,14.0,2.0,0
52734,2018-01-04,258004.0,2018-01-04,2018-01-05,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304784,BOLENTAX (ENOXAPARINA) 40 MG/0.4 ML JER PRELL C/2,19.0,2.0,2
52734,2018-01-04,258004.0,2018-01-04,2018-01-05,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304883,BOLENTAX (ENOXAPARINA) 60 MG/0.6 ML JER PRELL C/2,12.0,2.0,2
52734,2018-01-04,258004.0,2018-01-04,2018-01-05,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),40.0,10.0,10
52734,2018-01-04,258061.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3302275,AMAL (ONSANSETRON) 4MG/2ML AMP,14.0,2.0,2
52734,2018-01-04,258061.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3300540,KEPPRA 500MG/5ML FCO AMP (LEVETIRACETAM),129.0,10.0,10
52734,2018-01-04,258061.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),15.0,6.0,6
52734,2018-01-04,258061.0,2018-01-04,2018-01-05,"NADRO, S.A.P.I. DE C.V.",3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),419.0,20.0,20
52734,2018-01-04,258062.0,2018-01-04,2018-01-05,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300924,AMIKIN (AMIKACINA) 500MG/2ML AMP,15.0,5.0,6
52734,2018-01-04,258062.0,2018-01-04,2018-01-05,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),660.0,150.0,150
52734,2018-01-04,258062.0,2018-01-04,2018-01-05,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302145,HUMALOG LISPRO 100UI 10ML AMP INSULINA LISPRO (ORIGEN ADN RE,13.0,2.0,2
52746,2018-01-05,,,,,3301523,AVELOX (MOXIFLOXACINO) 400 MG TAB C/7,200.0,5.0,0
52746,2018-01-05,258105.0,2018-01-05,2018-01-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300562,ADALAT OROS (NIFEDIPINO) 30MG COMP C/10,199.0,2.0,2
52746,2018-01-05,258105.0,2018-01-05,2018-01-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301120,ANARA (PICOSULFATO SODICO) 5 MG TAB C/20,199.0,1.0,1
52746,2018-01-05,258105.0,2018-01-05,2018-01-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302085,ARCOXIA (ETORICOXIB) 120 MG TAB C/7,199.0,4.0,4
52746,2018-01-05,258105.0,2018-01-05,2018-01-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,620.0,10.0,10
52746,2018-01-05,258105.0,2018-01-05,2018-01-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,615.0,5.0,5
