SupplierName,OrderNumber,OrderDate,RequiredDeliveryDate,RequestNumber,RequestDate,CostCenter,MedCode,MedDescription,InvoiceNumber,ReceivedDate,AmountRequested,AmountPurchased,AmountReceived,OrderPercentageFulfillment
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,281853,31/10/18,01/11/18,58398,31/10/18,MEDICAMENTOS,3300398,PISDENO 6MG FCO AMP 2ML (ADENOSINA),A-26217,01/11/18,18,18,12,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,281853,31/10/18,01/11/18,58398,31/10/18,MEDICAMENTOS,3300398,PISDENO 6MG FCO AMP 2ML (ADENOSINA),A-26255,01/11/18,18,18,6,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,282044,05/11/18,06/11/18,58436,05/11/18,MEDICAMENTOS,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),,,10,10,0,0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,285919,27/12/18,31/12/18,59377,27/12/18,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,A-28348,28/12/18,20,20,15,75
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,285962,28/12/18,31/12/18,59388,28/12/18,MEDICAMENTOS,3304813,GI CEFALOTINA (FALOT) 1GR/5ML FRASCO ÁMPULA,,,15,15,0,0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,285962,28/12/18,31/12/18,59388,28/12/18,MEDICAMENTOS,3300398,PISDENO 6MG FCO AMP 2ML (ADENOSINA),,,6,6,0,0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,285963,28/12/18,31/12/18,59389,28/12/18,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,,,30,30,0,0
FARMACIA GUADALAJARA S.A. DE C.V.,262765,07/03/18,08/03/18,53898,07/03/18,MEDICAMENTOS,3300568,VENTOLIN INHAL 5MG 10ML SOL.(SALBUTAMOL),,,3,2,0,0
FARMACIA GUADALAJARA S.A. DE C.V.,269041,29/05/18,30/05/18,55464,29/05/18,MEDICAMENTOS,3300644,INHIBITRON 20MG C/28 CAPS(OMEPRAZOL ),,,2,1,0,0
FARMACIA GUADALAJARA S.A. DE C.V.,271162,25/06/18,26/06/18,55960,25/06/18,MEDICAMENTOS,3300607,BACTROBAN (MUPIROCINA) 20 MG/G UNG 15 G,,,1,1,0,0
FARMACIA GUADALAJARA S.A. DE C.V.,273974,27/07/18,28/07/18,0,,MEDICAMENTOS,3304705,FLEET PS FOSFOSODA(LIMON-JENGIBRE)2.4G/0.9G/5ML,,,0,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",258841,16/01/18,17/01/18,52935,16/01/18,MEDICAMENTOS,3302874,CERVARIX (PROTEINA L1 DEL VIRUS DEL PAPILOMA HUMANO TIPO 16 Y 18) 0.5 ML FAM,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",259359,24/01/18,25/01/18,53085,24/01/18,MEDICAMENTOS,3301437,UNAMOL 5MG C/30 CPR(CISAPRIDA),,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",259515,26/01/18,27/01/18,53115,26/01/18,MEDICAMENTOS,3301048,DAXON 500MG C/6 TAB(NITAZOXANIDA),,,5,5,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",259764,29/01/18,30/01/18,53140,29/01/18,MEDICAMENTOS,3302118,HALDOL (HALOPERIDOL) 2 MG/ML GOTAS 15ML,,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",259764,29/01/18,30/01/18,53140,29/01/18,MEDICAMENTOS,3300763,HYZAAR 50/12.5MG C/15 TAB(LOSARTAN/HIDROCLOROTIAZIDA),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",259832,30/01/18,31/01/18,53193,30/01/18,MEDICAMENTOS,3302118,HALDOL (HALOPERIDOL) 2 MG/ML GOTAS 15ML,FFA-118503,30/01/18,2,2,1,50
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",260042,01/02/18,02/02/18,53227,01/02/18,MEDICAMENTOS,3304206,VIMPAT 200MG AMP 20ML (LACOSAMIDA),,,5,3,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",260354,06/02/18,07/02/18,53280,06/02/18,MEDICAMENTOS,3301029,BISOLVON ADULTO (BROMHEXINA) 160 MG/100 ML SOL 120 ML,,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",261399,16/02/18,19/02/18,53528,16/02/18,MEDICAMENTOS,3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,CAFA-123660,16/02/18,5,5,3,60
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",262760,07/03/18,08/03/18,53898,07/03/18,MEDICAMENTOS,3301070,VYTORIN 10/10MG C/14 TABS.(EZETIMIBA/SIMVASTATINA),,,3,3,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",263619,20/03/18,21/03/18,54090,20/03/18,MEDICAMENTOS,3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",263816,22/03/18,23/03/18,54161,22/03/18,MEDICAMENTOS,3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",264984,05/04/18,13/01/18,0,,MEDICAMENTOS,3301199,SUFREXAL GEL 2% CREMA 78GKETANSERIN,,,0,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629,16/04/18,17/04/18,54593,16/04/18,MEDICAMENTOS,3500765,APROVASC (IRBESARTAN/AMLODIPINO) 300 MG/10 MG TAB C/14,,,2,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629,16/04/18,17/04/18,54593,16/04/18,MEDICAMENTOS,3304242,CARDINIT (TRINITRATO DE GLICEROL) 10 MG PARCHES C/7,,,2,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629,16/04/18,17/04/18,54593,16/04/18,MEDICAMENTOS,3302146,CREON 150MG C/20 CAPS-(PANCREATINA),,,2,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629,16/04/18,17/04/18,54593,16/04/18,MEDICAMENTOS,3300289,HISTIACIL NF ADULTO JARABE 150MLDEXTROMETORFANO/AMBROXOL),,,3,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265629,16/04/18,17/04/18,54593,16/04/18,MEDICAMENTOS,3301709,IMURAN 50MG C/25 TAB (AZATIOPRINA),,,2,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",265867,18/04/18,03/02/18,0,,MEDICAMENTOS,3300733,NEURONTIN 300MG C/15 CAPS(GABAPENTINA),,,0,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",266004,19/04/18,02/04/18,0,,MEDICAMENTOS,3304946,TIVICAY 50MG TABS. C/30 DOLUTEGRAVIR,,,0,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",266150,23/04/18,24/04/18,54735,23/04/18,MEDICAMENTOS,3300574,PLENDIL 5MG C/10 TAB(FELODIPINO),,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267374,09/05/18,10/05/18,55049,09/05/18,MEDICAMENTOS,3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),FFA-122264,10/05/18,15,15,5,33.33
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267614,11/05/18,12/05/18,55087,11/05/18,MEDICAMENTOS,3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),,,20,5,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",267671,14/05/18,15/05/18,55129,14/05/18,MEDICAMENTOS,3300972,AGRASTAT (TIROFIBAN) 12.5MG/50ML FAM,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268032,17/05/18,18/05/18,55226,17/05/18,MEDICAMENTOS,3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",268085,18/05/18,21/05/18,55235,18/05/18,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),FFA-122643,21/05/18,10,10,5,50
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",271855,04/07/18,05/07/18,56143,04/07/18,MEDICAMENTOS,3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),FFA-124075,05/07/18,2,2,1,50
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273371,20/07/18,23/07/18,56446,20/07/18,MEDICAMENTOS,3301205,BUSCAPINA (HIOSCINA) 20 MG/ML AMP,,,6,6,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273490,23/07/18,24/07/18,56477,23/07/18,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,3,3,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",273966,27/07/18,30/07/18,56599,27/07/18,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274623,06/08/18,07/08/18,56758,06/08/18,MEDICAMENTOS,3301237,MACRODANTINA 100MG C/40 CAPS(NITROFURANTOINA),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274755,07/08/18,08/08/18,56790,07/08/18,MEDICAMENTOS,3301205,BUSCAPINA (HIOSCINA) 20 MG/ML AMP,,,12,12,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",274755,07/08/18,08/08/18,56790,07/08/18,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",276721,31/08/18,03/09/18,57259,31/08/18,MEDICAMENTOS,3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277236,07/09/18,10/09/18,57403,07/09/18,MEDICAMENTOS,3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277659,12/09/18,13/09/18,57516,12/09/18,MEDICAMENTOS,3301752,DORIXINA 100MG AMP 2ML CLONIXINATO DE LISINA,,,5,5,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277728,13/09/18,14/09/18,0,,MEDICAMENTOS,3300663,VANCOCIN CP 1G AMP (VANCOMICINA),,,0,15,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277790,14/09/18,15/09/18,57531,13/09/18,MEDICAMENTOS,3300562,ADALAT OROS (NIFEDIPINO) 30MG COMP C/10,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",277790,14/09/18,15/09/18,57531,13/09/18,MEDICAMENTOS,3301526,CLARITYNE 10MG C/10 TAB LORATADINA,,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",278262,20/09/18,21/09/18,57637,20/09/18,MEDICAMENTOS,3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",278551,24/09/18,25/09/18,57676,24/09/18,MEDICAMENTOS,3300972,AGRASTAT (TIROFIBAN) 12.5MG/50ML FAM,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",278551,24/09/18,25/09/18,57676,24/09/18,MEDICAMENTOS,3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),FFA-126800,24/09/18,24,24,6,25
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",279578,08/10/18,09/10/18,57948,08/10/18,MEDICAMENTOS,3302026,DILATREND 6.25MG C/14 TAB(CARVEDILOL) ROCHE FARMA,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",279839,09/10/18,10/10/18,57925,08/10/18,MEDICAMENTOS,3300977,DEPAKENE I.V. 500MG AMP 5ML (ACIDO VALPROICO),,,6,6,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",279997,11/10/18,03/10/18,0,,MEDICAMENTOS,3300592,ROGASTRIL 1MG COMP C/25(CINITAPRIDA),,,0,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280078,12/10/18,15/10/18,58024,12/10/18,MEDICAMENTOS,3300977,DEPAKENE I.V. 500MG AMP 5ML (ACIDO VALPROICO),CAFA-133963,12/10/18,10,10,8,80
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280226,15/10/18,16/10/18,58047,15/10/18,MEDICAMENTOS,3301752,DORIXINA 100MG AMP 2ML CLONIXINATO DE LISINA,,,12,15,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3301713,AMOXICLAV BID (AMOXICILINA/AC CLAVULANICO) 875MG/125MG TAB C,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3300161,ARBISTIN ADULTO (CARBOCISTEINA) 375 MG/5 ML JARABE 150 ML,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3301037,BISOLVON INFANTIL (BROMHEXINA) 80 MG/100 ML SOL 120 ML,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3500753,EDARBI 40MG C/28 TAB (AZILSARTAN MEDOXOMILO),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3304524,LYSOMUCIL 2% (ACETILCISTEÍNA) SOL FCO 120ML FRAMBUESA,,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3300280,SINERGIX 25/10MG C/4 SUBLINGUAL(TRAMADOL/KETOROLACO),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280309,15/10/18,16/10/18,58078,15/10/18,MEDICAMENTOS,3300645,SOYALOID POLVO 90G SOBREHARINA DE SOYA,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280399,16/10/18,23/10/18,58105,16/10/18,MEDICAMENTOS,3301836,LYSOMUCIL (ACETILCISTEINA) 600 MG TAB EFERV C/20,FFA-127554,17/10/18,2,69,2,2.9
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280403,16/10/18,23/10/18,58100,16/10/18,MEDICAMENTOS,3300540,KEPPRA 500MG/5ML FCO AMP (LEVETIRACETAM),,,10,10,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280527,18/10/18,25/10/18,58125,18/10/18,MEDICAMENTOS,2900557,ABINTRA POLVO 27G (SUPLEMENTO ALIMENTICIO),,,5,5,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280533,18/10/18,25/10/18,58127,18/10/18,MEDICAMENTOS,3302944,NEUPOGEN 30MUI JGA PRE 0.5ML (FILGRASTIM),,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",280766,22/10/18,23/10/18,58172,22/10/18,MEDICAMENTOS,3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),,,36,36,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",282481,09/11/18,10/11/18,58522,09/11/18,MEDICAMENTOS,3301022,AFRIN INFANTIL (OXIMETAZOLINA) 0.025% SPRAY 20ML,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",282671,12/11/18,13/11/18,58545,12/11/18,MEDICAMENTOS,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),,,15,15,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",283694,27/11/18,30/11/18,58840,27/11/18,MEDICAMENTOS,3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),,,2,2,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",283787,28/11/18,30/11/18,58865,28/11/18,MEDICAMENTOS,3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",284392,07/12/18,11/12/18,59012,07/12/18,MEDICAMENTOS,3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),,,36,36,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",285391,17/12/18,19/12/18,59209,17/12/18,MEDICAMENTOS,3301808,ADALAT CC (NIFEDIPINO) 30MG TAB C/30,,,1,1,0,0
"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",285987,28/12/18,31/12/18,59391,28/12/18,MEDICAMENTOS,3301523,AVELOX (MOXIFLOXACINO) 400 MG TAB C/7,,,1,1,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),257797,02/01/18,03/01/18,52689,02/01/18,MEDICAMENTOS,3301740,ACTRON (IBUPROFENO) 400MG CAP C/10,,,10,10,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),257797,02/01/18,03/01/18,52689,02/01/18,MEDICAMENTOS,3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,,,10,10,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),257797,02/01/18,03/01/18,52689,02/01/18,MEDICAMENTOS,3301409,CELESTONE SOLUSPAN (BETAMETASONA) 6MG/ ML JER PRELL,,,2,2,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),257797,02/01/18,03/01/18,52689,02/01/18,MEDICAMENTOS,3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),,,2,2,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),257797,02/01/18,03/01/18,52689,02/01/18,MEDICAMENTOS,3302719,PASTA DE LASSAR TUBO 60GR,,,1,1,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),258102,05/01/18,08/01/18,52748,05/01/18,MEDICAMENTOS,3301096,ENTEROGERMINA (ORAL)AMP 5ML (ESPORAS DE BACILLUS CLAUSII ),,,20,20,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),258102,05/01/18,08/01/18,52748,05/01/18,MEDICAMENTOS,3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),,,30,30,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),258833,16/01/18,17/01/18,52936,16/01/18,MEDICAMENTOS,3300586,REGULACT JBE 120ML(LACTULOSA ),,,1,1,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),259942,31/01/18,01/02/18,53213,31/01/18,MEDICAMENTOS,3304244,AMOXICLAV INF (AMOXICILINA/AC CLAVULANICO) 250MG/62.5MG/5ML SUSP 75ML,,,1,1,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),259942,31/01/18,01/02/18,53213,31/01/18,MEDICAMENTOS,3302994,SENOVITAL 10MGC/30TAB.MONTELUKAST,,,2,2,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),260059,01/02/18,02/02/18,53219,01/02/18,MEDICAMENTOS,3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),,,10,10,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),260212,02/02/18,03/02/18,53243,02/02/18,MEDICAMENTOS,3302377,ACTRON (IBUPROFENO) 600MG CAP C/30,,,20,20,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),260353,06/02/18,07/02/18,53280,06/02/18,MEDICAMENTOS,3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,,,4,4,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),260353,06/02/18,07/02/18,53280,06/02/18,MEDICAMENTOS,3300170,DIMEGAN D 0.5/2MG PED SOL C/60ML C/PIPE(LORATADINA/FENILEFRI,,,1,1,0,0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),260353,06/02/18,07/02/18,53280,06/02/18,MEDICAMENTOS,3302902,DIMEGAN D 60ML JARABE(LORATADINA/FENILEFRINA) 10MG/40MG/10ML,B-23697363,07/02/18,2,2,1,50
